Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Fertilizer Usage (kg/ha)
30.46,48.84,33.31,Red,Paddy,23,1,25,Gromor(14:35:14),77.39780194643788
29.24,54.29,47.85,Clayey,Paddy,14,9,32,Urea,112.86745149281907
31.38,67.84,59.74,Loamy,Maize,12,0,34,Gromor(10:26:26),73.937572109601
29.08,54.19,61.72,Clayey,Maize,41,0,1,Gromor(14:35:14),88.53943624037407
40.0,60.8,50.41,Black,Cotton,12,10,23,Gromor(10:26:26),82.995972968352
23.18,53.55,20.0,Black,Ground Nuts,19,15,15,N-P-K(17:17:17),55.12000607910039
32.61,54.79,70.0,Black,Barley,40,4,0,Urea,91.32143429386078
36.12,72.17,33.4,Sandy,Paddy,9,0,37,Urea,103.07676678658048
23.88,57.05,35.25,Loamy,Barley,40,3,0,Gromor(20:20:0:13),56.21862906948872
30.78,64.7,35.01,Clayey,Pulses,14,0,12,Gromor(10:26:26),71.35565552565514
36.46,65.08,43.87,Red,Paddy,10,8,27,Gromor(10:26:26),78.94230465120673
40.0,77.61,29.53,Loamy,Sugarcane,7,4,45,Gromor(10:26:26),73.61629495688305
32.0,57.73,35.48,Black,Wheat,42,0,0,Gromor(10:26:26),74.10066923973416
32.69,69.21,22.19,Black,Sugarcane,4,10,26,Gromor(20:20:0:13),65.47370952019496
29.63,45.37,21.76,Black,Sugarcane,14,0,11,Gromor(28:28),75.47147567013698
34.22,56.39,49.89,Red,Pulses,25,0,19,Gromor(14:35:14),59.837883478578235
36.56,76.26,36.26,Sandy,Wheat,7,11,34,Gromor(10:26:26),61.08654502409016
37.0,62.94,55.83,Loamy,Pulses,35,1,0,Gromor(20:20:0:13),67.52723635646498
37.66,74.6,28.6,Black,Millets,36,3,3,DAP,66.37506835441634
36.42,75.12,46.56,Sandy,Ground Nuts,14,2,37,DAP,67.03199368415389
29.92,50.41,62.32,Clayey,Ground Nuts,8,9,32,Gromor(10:26:26),75.45970710271969
31.96,49.13,52.38,Loamy,Maize,8,0,38,Gromor(10:26:26),67.05412317129253
38.65,62.79,58.95,Black,Cotton,10,0,43,Gromor(20:20:0:13),84.08015453820066
24.94,50.42,55.75,Red,Tobacco,35,0,1,Gromor(14:35:14),83.25912431967953
26.11,52.09,44.94,Black,Pulses,25,4,22,Urea,68.97137848142091
39.68,75.02,51.69,Clayey,Barley,3,4,31,Gromor(14:35:14),80.59311404570585
32.74,64.14,68.56,Red,Millets,12,0,39,Gromor(10:26:26),78.86868163347667
25.3,50.31,45.77,Loamy,Tobacco,14,1,36,Gromor(14:35:14),69.67860929366765
29.37,61.61,33.0,Loamy,Oil seeds,4,9,26,Gromor(10:26:26),55.624750528280074
35.12,61.28,35.3,Red,Sugarcane,11,0,36,Urea,89.59119428048272
31.57,46.3,28.05,Red,Tobacco,36,0,0,Gromor(14:35:14),70.47256722664468
38.0,61.23,26.32,Black,Wheat,9,4,38,N-P-K(17:17:17),60.997260570399895
36.29,71.0,56.12,Black,Barley,38,0,0,DAP,89.33834242424548
32.76,61.99,68.62,Black,Pulses,13,0,38,DAP,85.9416063040562
33.01,61.9,32.87,Sandy,Wheat,41,3,1,Gromor(28:28),71.18358932068898
27.09,64.13,38.0,Black,Paddy,28,0,27,Gromor(28:28),83.8722602913733
30.15,68.23,37.36,Sandy,Wheat,11,0,9,Gromor(28:28),75.43702828755035
31.12,54.41,55.18,Clayey,Oil seeds,12,0,31,DAP,95.0985280152513
31.08,61.81,34.73,Red,Wheat,38,3,0,DAP,80.47921078346407
34.99,65.23,27.62,Clayey,Maize,1,17,13,Gromor(10:26:26),61.82750453333063
28.29,46.16,41.47,Black,Millets,3,12,16,Gromor(20:20:0:13),63.305447825155355
37.61,61.11,36.72,Loamy,Barley,10,2,42,Urea,72.68700473810196
36.02,69.03,54.45,Sandy,Barley,21,0,22,Gromor(20:20:0:13),65.42681992420287
28.58,41.09,30.84,Red,Tobacco,21,0,22,N-P-K(17:17:17),63.115664477803286
24.6,52.29,30.92,Black,Tobacco,16,0,39,DAP,65.65853022857536
29.87,56.39,37.84,Sandy,Cotton,13,4,6,Gromor(10:26:26),72.20305055067088
29.85,47.2,57.02,Sandy,Millets,27,0,20,Gromor(10:26:26),59.397701115971316
26.12,63.44,63.43,Loamy,Millets,5,10,36,DAP,80.79243405597119
34.94,57.44,52.37,Sandy,Wheat,5,3,5,DAP,108.40992740224675
31.59,63.18,56.9,Black,Paddy,16,4,36,Gromor(10:26:26),99.81998024170875
37.33,67.17,37.59,Loamy,Maize,11,0,42,Gromor(10:26:26),64.12496606250083
24.02,45.09,67.89,Loamy,Tobacco,37,1,2,Gromor(14:35:14),93.6824965596224
33.56,66.29,26.04,Clayey,Wheat,43,2,2,Gromor(14:35:14),71.75560779499897
30.78,50.3,52.95,Clayey,Barley,25,0,22,Gromor(20:20:0:13),68.10977953808904
32.39,66.19,63.37,Clayey,Ground Nuts,10,7,26,Gromor(10:26:26),76.16551434223463
31.26,67.75,26.57,Black,Barley,23,2,22,Urea,66.87248864440444
38.04,69.01,42.8,Red,Ground Nuts,9,8,32,Gromor(10:26:26),64.6105456827274
32.73,62.66,34.5,Red,Paddy,12,1,44,N-P-K(17:17:17),83.02405898127364
27.79,60.14,41.16,Clayey,Paddy,37,0,4,Gromor(10:26:26),92.36184399499942
32.24,55.75,45.85,Black,Pulses,44,0,0,Gromor(20:20:0:13),53.70608815528268
31.18,60.59,20.77,Black,Pulses,12,0,42,Gromor(28:28),57.398368517894305
34.04,65.18,55.33,Black,Ground Nuts,12,7,32,Gromor(28:28),79.27881312704352
28.92,49.12,20.0,Black,Pulses,11,14,31,N-P-K(17:17:17),46.585094755362334
36.08,74.86,38.71,Red,Wheat,8,20,21,Gromor(10:26:26),54.70194609668118
32.57,62.47,37.05,Sandy,Millets,14,3,36,Urea,55.267064236824396
32.53,51.27,44.71,Sandy,Ground Nuts,38,0,4,Gromor(14:35:14),62.97454847347853
25.19,60.71,52.06,Red,Paddy,26,0,25,Gromor(14:35:14),90.98549180994225
28.66,47.45,44.04,Loamy,Wheat,36,0,4,Gromor(20:20:0:13),68.85157896938308
24.59,58.22,64.12,Sandy,Paddy,9,14,12,Gromor(10:26:26),108.54110689011088
25.71,59.93,51.81,Clayey,Tobacco,8,0,37,N-P-K(17:17:17),97.79585973573538
28.24,54.62,35.02,Clayey,Wheat,10,0,12,DAP,92.25701797978132
33.95,61.0,45.29,Clayey,Maize,18,3,17,N-P-K(17:17:17),75.16192834272383
33.88,59.02,35.32,Clayey,Sugarcane,11,4,27,DAP,96.77710973600148
30.87,58.93,70.0,Clayey,Oil seeds,2,9,32,Gromor(28:28),95.25316666365023
33.25,69.66,51.62,Sandy,Maize,36,0,4,Urea,83.33008085441466
30.25,72.59,57.4,Black,Pulses,4,0,15,Gromor(28:28),89.11196561310379
31.59,67.65,56.8,Sandy,Oil seeds,7,3,42,Urea,91.17105699254114
37.68,62.61,54.72,Black,Ground Nuts,41,0,4,Urea,79.32594967980961
30.23,70.15,26.2,Red,Oil seeds,19,0,33,N-P-K(17:17:17),56.93704980559951
30.29,58.63,51.24,Loamy,Ground Nuts,24,0,16,N-P-K(17:17:17),59.1561265807821
27.47,53.06,40.0,Red,Paddy,8,0,40,Gromor(28:28),91.99936027352975
29.05,52.0,53.16,Black,Cotton,19,0,15,Gromor(28:28),81.42414024385559
22.27,58.06,38.54,Black,Tobacco,2,16,19,Gromor(28:28),74.4830453694461
26.4,57.87,57.72,Sandy,Cotton,36,0,2,Gromor(14:35:14),66.84128032453587
24.38,52.09,25.67,Loamy,Sugarcane,13,10,26,Gromor(28:28),60.73127006165461
33.24,51.28,65.32,Black,Pulses,5,14,29,Urea,95.4760153411745
27.41,52.54,41.48,Black,Barley,9,0,10,Urea,87.86588732239377
32.64,77.53,39.18,Clayey,Maize,12,0,34,Gromor(20:20:0:13),62.609357506066424
27.61,71.93,41.84,Red,Barley,18,0,29,N-P-K(17:17:17),54.782342216223974
36.71,76.2,24.17,Sandy,Barley,10,0,17,Gromor(14:35:14),67.09580329648051
31.72,71.9,41.1,Clayey,Oil seeds,14,2,38,Gromor(20:20:0:13),71.64382600829998
38.33,70.83,45.85,Loamy,Cotton,1,14,17,Urea,81.10504829146143
31.36,44.29,43.74,Sandy,Pulses,10,0,40,N-P-K(17:17:17),50.141807129449624
31.97,57.04,39.26,Loamy,Maize,23,0,26,Gromor(10:26:26),58.08601903963148
30.86,66.38,42.56,Clayey,Sugarcane,15,0,41,Gromor(14:35:14),80.79361304564408
29.81,63.42,20.0,Loamy,Millets,12,0,37,Gromor(10:26:26),50.37103162813603
30.18,68.42,36.95,Clayey,Barley,34,2,1,N-P-K(17:17:17),58.72002521470924
25.23,62.86,38.43,Red,Cotton,41,0,4,Gromor(20:20:0:13),62.31364167856574
37.04,68.38,51.4,Red,Maize,4,9,28,Gromor(28:28),80.69619535536337
26.14,52.36,40.32,Clayey,Paddy,24,0,17,Gromor(14:35:14),97.82475460341976
25.71,49.13,33.26,Sandy,Sugarcane,5,10,31,Gromor(14:35:14),68.67163128320396
30.12,69.25,21.43,Loamy,Paddy,39,1,4,Gromor(28:28),69.47745138467319
27.34,63.01,48.83,Black,Cotton,21,2,23,Gromor(10:26:26),76.31776686979408
30.29,69.44,58.64,Clayey,Pulses,40,0,0,Gromor(14:35:14),71.54671163356761
33.67,68.27,57.75,Clayey,Millets,34,4,0,DAP,70.91310478816212
34.7,66.76,69.2,Loamy,Sugarcane,7,14,16,Gromor(20:20:0:13),114.59727391349053
34.38,60.73,50.97,Red,Oil seeds,9,11,8,DAP,82.74332849948979
33.48,62.18,48.6,Black,Wheat,9,3,13,Gromor(20:20:0:13),84.05355671103308
33.6,60.98,68.08,Clayey,Tobacco,13,10,30,Gromor(14:35:14),105.17598977896705
31.74,62.32,52.3,Loamy,Sugarcane,6,4,40,Urea,116.24583280159445
27.11,49.05,43.91,Black,Oil seeds,18,4,27,Gromor(20:20:0:13),57.809659241045395
29.56,70.11,44.74,Sandy,Wheat,44,0,0,Gromor(20:20:0:13),55.54447209462615
33.71,58.93,43.88,Loamy,Barley,18,0,33,DAP,74.40393305700115
21.93,44.5,63.49,Red,Maize,15,1,7,Gromor(14:35:14),86.47561489558662
33.53,60.05,37.18,Red,Maize,12,1,40,Gromor(20:20:0:13),57.46625414958714
25.31,51.61,33.05,Red,Ground Nuts,17,0,40,DAP,58.0960569743573
31.78,65.4,52.23,Sandy,Ground Nuts,18,0,42,Gromor(10:26:26),54.995236466285206
34.68,58.89,27.43,Sandy,Pulses,39,1,0,Gromor(28:28),58.5115807215373
39.75,60.73,38.94,Clayey,Millets,11,0,42,N-P-K(17:17:17),68.0391056521079
22.69,51.37,61.27,Sandy,Oil seeds,8,0,19,Urea,89.48696383199766
24.06,40.2,34.24,Black,Wheat,2,19,12,Gromor(10:26:26),69.88820180270578
38.25,74.83,48.66,Clayey,Sugarcane,36,0,3,N-P-K(17:17:17),90.16752165428896
40.0,64.51,51.07,Red,Millets,36,0,0,Gromor(28:28),63.6997487657573
35.73,71.25,45.65,Clayey,Millets,12,3,30,Gromor(20:20:0:13),55.35006893669032
31.33,52.44,48.45,Black,Maize,40,0,2,DAP,77.90126396376202
32.64,71.49,45.45,Black,Maize,9,17,16,Gromor(14:35:14),64.75485607447503
24.83,51.23,46.97,Red,Millets,19,0,18,Gromor(28:28),55.99533139713148
30.57,73.76,66.01,Loamy,Oil seeds,18,0,39,N-P-K(17:17:17),67.73623494780844
27.61,52.18,38.91,Black,Tobacco,36,0,3,Gromor(20:20:0:13),77.80468754403559
25.3,51.45,24.59,Sandy,Barley,9,9,32,N-P-K(17:17:17),43.42075634113973
31.71,58.44,35.47,Loamy,Pulses,14,0,34,Urea,64.44235862731846
25.28,55.82,32.12,Clayey,Barley,6,12,13,Gromor(10:26:26),59.30158558949567
29.97,58.25,31.86,Loamy,Sugarcane,38,0,0,Gromor(28:28),85.03368060675034
32.38,58.5,45.02,Red,Wheat,8,0,38,Gromor(20:20:0:13),69.12038079610134
30.69,59.44,51.07,Sandy,Sugarcane,26,0,17,Gromor(10:26:26),74.527224782546
33.71,71.14,43.81,Clayey,Millets,37,0,4,N-P-K(17:17:17),60.17551052697196
26.91,52.52,30.81,Black,Cotton,17,3,41,Gromor(28:28),65.54710475158117
29.32,51.48,40.11,Red,Tobacco,20,0,22,Urea,86.51863820480807
25.99,55.37,65.56,Sandy,Wheat,9,4,12,Gromor(28:28),97.79380961055422
33.65,66.5,65.99,Black,Wheat,9,8,32,DAP,105.79541105401182
29.23,55.19,29.27,Red,Wheat,20,2,20,Gromor(28:28),69.02231281892796
25.5,65.19,38.34,Loamy,Oil seeds,40,0,2,Urea,67.81648189103113
26.92,56.83,44.88,Loamy,Wheat,34,2,3,Urea,86.79713493657614
35.51,70.33,59.14,Loamy,Paddy,40,0,0,DAP,119.9596386151185
27.1,61.29,41.14,Sandy,Tobacco,28,3,16,Gromor(10:26:26),72.7387315513235
32.66,55.25,20.0,Red,Paddy,0,13,16,Gromor(10:26:26),73.85775682823925
35.8,55.37,57.55,Clayey,Maize,7,8,27,Gromor(14:35:14),89.55713988448444
29.38,54.47,52.56,Sandy,Maize,22,0,24,Gromor(14:35:14),69.4373724243793
36.66,76.82,39.74,Sandy,Millets,7,8,30,Gromor(10:26:26),54.20485340486552
32.53,60.02,29.35,Clayey,Wheat,10,4,42,Urea,85.85774174257354
32.66,74.93,33.56,Black,Pulses,13,0,12,N-P-K(17:17:17),66.8280010324753
34.63,63.8,24.01,Black,Maize,11,0,38,Urea,64.7677540332519
24.84,62.63,36.65,Black,Oil seeds,7,8,28,Gromor(10:26:26),56.43976346490082
29.0,44.56,33.96,Red,Millets,16,1,16,Gromor(20:20:0:13),58.56403064506228
35.26,53.82,24.93,Red,Ground Nuts,21,2,19,Urea,57.77773804181124
33.42,55.5,64.41,Black,Paddy,5,5,32,N-P-K(17:17:17),123.00451670848388
28.04,55.51,49.43,Sandy,Wheat,40,0,4,Gromor(28:28),66.15255763681027
34.9,61.86,35.47,Clayey,Millets,22,4,26,Gromor(20:20:0:13),41.02532279491762
22.34,53.62,38.61,Red,Wheat,16,1,5,N-P-K(17:17:17),72.99286259548833
28.11,47.2,36.8,Clayey,Paddy,10,0,35,Gromor(20:20:0:13),82.66728566768961
34.35,66.79,51.52,Black,Wheat,4,9,24,N-P-K(17:17:17),96.64789261141414
28.74,48.61,35.72,Red,Tobacco,14,3,37,Gromor(14:35:14),64.01961812277378
22.56,50.58,29.13,Loamy,Oil seeds,12,0,17,Gromor(20:20:0:13),53.61008923352913
26.95,50.63,43.0,Sandy,Barley,28,0,14,Gromor(10:26:26),58.967675255473715
26.39,54.79,46.15,Sandy,Wheat,25,0,19,DAP,72.62711446528729
30.13,72.21,35.94,Red,Ground Nuts,39,3,0,Gromor(14:35:14),53.75276911829556
35.71,67.62,25.16,Red,Pulses,35,0,2,N-P-K(17:17:17),53.81256746039408
28.88,60.85,28.57,Clayey,Barley,19,0,40,Gromor(10:26:26),55.4455311640911
27.05,44.74,56.64,Red,Sugarcane,11,0,4,Gromor(10:26:26),94.8027644362407
29.34,44.01,41.14,Loamy,Tobacco,42,0,0,Gromor(14:35:14),69.98686619209481
39.33,67.44,37.85,Loamy,Sugarcane,7,0,37,Gromor(14:35:14),81.05704647009775
28.53,59.01,60.57,Clayey,Ground Nuts,8,0,40,Gromor(28:28),86.58955851547137
23.12,58.63,37.49,Black,Cotton,33,3,0,Gromor(14:35:14),72.79578806364498
31.53,58.95,51.37,Clayey,Paddy,17,0,21,Gromor(14:35:14),109.9059110797657
33.55,60.65,58.59,Red,Wheat,8,2,9,Gromor(20:20:0:13),98.13946040634052
30.15,64.35,67.45,Black,Pulses,14,12,11,Gromor(20:20:0:13),76.84011316327215
39.81,63.65,63.69,Red,Tobacco,11,4,37,Gromor(14:35:14),95.26943065251419
34.51,52.14,70.0,Clayey,Sugarcane,4,11,26,Gromor(28:28),137.42366522596586
35.66,54.44,42.29,Loamy,Sugarcane,26,0,18,N-P-K(17:17:17),77.15572472566485
25.65,62.92,28.49,Sandy,Barley,44,0,2,Gromor(14:35:14),50.50699053377605
28.51,44.09,28.38,Black,Ground Nuts,36,0,0,Gromor(10:26:26),53.28459432043623
30.09,54.43,60.02,Red,Maize,12,0,31,N-P-K(17:17:17),77.15185966963594
22.27,61.81,43.11,Red,Paddy,10,15,20,DAP,93.46663799276872
38.38,65.51,46.26,Black,Maize,9,18,17,Gromor(28:28),71.46779754230116
32.61,50.77,63.48,Red,Ground Nuts,8,0,39,Urea,90.95104306048202
26.99,47.9,45.66,Red,Paddy,18,0,11,Gromor(10:26:26),85.95733803524662
29.77,63.41,50.3,Black,Millets,16,0,7,N-P-K(17:17:17),73.70055897461468
28.27,59.38,45.0,Loamy,Ground Nuts,13,3,41,Gromor(10:26:26),53.90126798243832
33.5,53.07,46.85,Red,Cotton,24,0,29,N-P-K(17:17:17),55.99927005635744
37.95,68.37,55.82,Loamy,Pulses,37,4,0,Gromor(14:35:14),71.86695909650051
25.06,64.02,38.39,Black,Ground Nuts,26,3,22,DAP,57.75165022140628
26.79,62.91,25.01,Loamy,Sugarcane,14,0,35,DAP,73.61529714681225
26.72,52.56,31.72,Sandy,Paddy,12,0,41,DAP,79.38253835772025
22.39,61.19,37.56,Black,Millets,21,4,21,Gromor(14:35:14),55.58303775322109
30.98,72.26,70.0,Sandy,Wheat,3,6,26,Gromor(14:35:14),91.66614972078668
30.37,74.96,45.96,Sandy,Maize,3,18,20,Urea,74.48627420569588
36.58,61.79,40.55,Loamy,Maize,16,2,44,DAP,69.97551662422809
26.45,60.78,50.52,Sandy,Wheat,18,0,24,Gromor(28:28),72.53822979339638
25.6,52.6,54.46,Red,Maize,13,0,13,Urea,91.6501286349077
35.57,72.13,33.41,Red,Millets,35,2,0,Urea,66.95330554721502
33.06,60.37,69.48,Sandy,Millets,12,0,39,Gromor(28:28),68.05230957070965
29.39,53.28,40.12,Loamy,Pulses,17,0,21,Urea,68.0210423360884
28.21,59.37,42.81,Red,Paddy,46,4,4,N-P-K(17:17:17),87.7992361127821
35.57,60.63,45.71,Black,Sugarcane,7,4,31,Gromor(14:35:14),91.18055551638142
37.32,76.39,48.4,Loamy,Cotton,9,20,18,Gromor(28:28),75.76546536724243
40.0,56.27,40.77,Loamy,Millets,13,2,37,Urea,64.80441969609447
39.82,70.94,30.3,Loamy,Pulses,8,3,30,Gromor(28:28),55.16771395423473
38.99,74.78,27.58,Black,Paddy,9,0,17,Urea,108.5217071211678
27.9,58.51,31.93,Red,Millets,36,3,3,Gromor(20:20:0:13),49.02385964021872
33.88,68.15,42.03,Sandy,Sugarcane,9,12,32,Gromor(28:28),71.06935418845917
40.0,71.79,58.99,Black,Sugarcane,19,1,39,Gromor(14:35:14),116.91893505144137
30.18,53.72,36.61,Red,Barley,10,0,14,N-P-K(17:17:17),66.8338147986988
32.53,56.27,29.85,Clayey,Pulses,33,0,0,N-P-K(17:17:17),58.94551152376353
33.72,50.47,44.08,Black,Pulses,11,0,16,Gromor(10:26:26),68.05910224130297
31.86,51.97,62.52,Black,Tobacco,5,11,33,Gromor(28:28),103.79837682733688
34.28,52.14,44.07,Black,Tobacco,39,4,0,Gromor(10:26:26),86.72002876216175
25.94,60.8,62.34,Clayey,Ground Nuts,11,0,19,Urea,100.59216209740327
26.63,56.66,45.46,Red,Pulses,23,1,21,DAP,64.25467193116859
35.09,63.88,46.21,Loamy,Cotton,26,4,25,Gromor(20:20:0:13),71.70831739202649
32.66,59.08,54.63,Red,Millets,14,2,9,Urea,81.76843057700023
34.76,67.48,24.8,Loamy,Tobacco,34,0,0,N-P-K(17:17:17),71.84066942162934
31.21,56.6,34.03,Sandy,Wheat,18,2,40,Gromor(14:35:14),53.99993834295196
34.72,67.85,69.81,Loamy,Barley,4,4,29,Urea,109.17930690581501
23.38,55.92,50.56,Clayey,Wheat,7,20,19,Gromor(14:35:14),87.6166151349519
30.14,55.49,45.37,Clayey,Oil seeds,34,4,0,DAP,77.46131987139069
29.71,50.93,41.83,Sandy,Wheat,12,4,39,Gromor(14:35:14),64.49746595917118
30.88,51.0,46.08,Red,Millets,8,5,27,Gromor(28:28),59.08673941862305
31.28,68.41,27.47,Black,Oil seeds,19,0,25,Gromor(10:26:26),63.952621906270345
32.92,77.29,48.08,Clayey,Paddy,11,14,22,Gromor(10:26:26),107.40609994554838
25.87,69.73,28.7,Clayey,Wheat,16,2,40,N-P-K(17:17:17),71.23275068898138
30.53,63.85,56.3,Sandy,Barley,39,1,1,Gromor(20:20:0:13),61.29750242828095
37.03,69.99,42.75,Clayey,Paddy,39,0,0,Gromor(14:35:14),113.64676209180698
37.38,70.59,66.29,Sandy,Maize,8,2,17,Gromor(20:20:0:13),73.94035240139694
28.44,55.23,33.64,Red,Ground Nuts,24,0,17,Gromor(10:26:26),59.79532477334557
24.57,49.59,48.59,Sandy,Ground Nuts,25,0,19,N-P-K(17:17:17),42.472791193233476
25.23,48.23,21.3,Black,Maize,13,17,13,Urea,66.07026665984694
30.98,60.86,33.37,Red,Oil seeds,12,0,44,Gromor(20:20:0:13),56.660751909186004
28.45,55.92,48.02,Black,Cotton,18,2,19,N-P-K(17:17:17),62.39240412648776
22.21,43.72,21.74,Clayey,Oil seeds,14,15,14,Urea,62.969131400708875
36.2,55.53,54.66,Clayey,Sugarcane,12,1,37,Gromor(10:26:26),98.25582194636362
32.48,64.01,50.17,Loamy,Tobacco,11,1,39,Gromor(20:20:0:13),84.53641621555974
29.67,60.0,70.0,Red,Tobacco,13,3,8,Urea,116.9197526254694
30.62,59.17,45.5,Sandy,Ground Nuts,36,0,3,Gromor(20:20:0:13),67.8369844993207
29.51,55.64,28.32,Loamy,Tobacco,16,0,33,Urea,73.2118559680176
29.64,54.26,30.97,Black,Cotton,8,2,11,Urea,94.69546276617008
30.83,64.19,23.01,Clayey,Pulses,8,2,27,Urea,60.1548734170919
34.15,50.64,39.17,Loamy,Millets,41,0,0,N-P-K(17:17:17),60.48474044735999
32.54,52.1,29.86,Sandy,Paddy,7,8,27,Gromor(20:20:0:13),73.74211385714713
35.15,65.46,50.44,Red,Pulses,24,4,19,Urea,73.93981544518579
32.88,70.34,29.01,Loamy,Ground Nuts,7,0,41,Gromor(14:35:14),51.28223962317687
32.26,57.08,42.58,Clayey,Ground Nuts,35,0,0,Urea,80.87811502510972
28.94,60.34,31.18,Loamy,Millets,12,4,36,N-P-K(17:17:17),51.207614363242186
24.61,43.14,27.28,Red,Oil seeds,45,1,0,Gromor(28:28),53.715989986718824
32.63,71.17,55.93,Loamy,Millets,11,10,27,Urea,85.03755165309394
31.18,72.57,46.74,Loamy,Maize,9,7,27,Gromor(14:35:14),70.80513055610493
23.69,57.9,39.61,Sandy,Cotton,6,11,31,Gromor(14:35:14),60.19575577721436
32.48,53.65,28.91,Clayey,Tobacco,41,3,0,N-P-K(17:17:17),67.33381640532089
28.7,53.21,40.31,Sandy,Ground Nuts,26,0,14,Gromor(14:35:14),58.43226416086125
32.8,71.66,44.08,Red,Oil seeds,12,9,14,Urea,80.20784054158686
37.65,60.86,24.45,Black,Maize,7,0,34,Gromor(10:26:26),54.20817589881628
26.1,50.4,41.08,Black,Oil seeds,3,16,17,Gromor(28:28),66.82825404089783
31.22,74.54,61.36,Sandy,Maize,9,0,38,Urea,85.02844396137208
36.78,69.9,38.86,Red,Ground Nuts,13,1,37,DAP,64.77168433178298
38.75,58.17,52.93,Loamy,Maize,33,0,3,Gromor(28:28),77.85196733025957
29.13,47.06,44.06,Red,Pulses,1,17,12,Gromor(20:20:0:13),59.36060663695308
28.65,62.64,41.6,Loamy,Pulses,30,0,1,DAP,74.45870199060761
20.54,40.79,56.58,Clayey,Cotton,32,0,2,Gromor(28:28),80.83657842398141
27.19,62.12,35.74,Red,Cotton,45,0,0,Urea,79.37651329596463
29.74,53.77,40.06,Red,Tobacco,41,2,0,N-P-K(17:17:17),64.47644295182408
33.98,67.67,62.06,Black,Oil seeds,10,10,15,DAP,101.19483083965955
28.91,67.6,39.3,Red,Pulses,9,4,12,DAP,73.8266125309913
26.09,50.03,60.84,Sandy,Millets,10,17,15,Gromor(20:20:0:13),62.99367376846148
29.22,54.96,70.0,Black,Ground Nuts,32,0,0,Gromor(10:26:26),83.20249624170216
27.68,66.84,28.69,Black,Oil seeds,9,18,20,Gromor(28:28),56.231472193179584
21.94,46.3,27.7,Loamy,Sugarcane,10,0,14,Gromor(14:35:14),75.81497970406846
32.27,54.7,59.44,Sandy,Ground Nuts,9,2,39,DAP,72.19689970163103
29.59,47.26,67.15,Loamy,Ground Nuts,36,0,0,Gromor(14:35:14),75.57964470949952
38.97,61.93,48.53,Black,Tobacco,37,0,0,DAP,108.40984394202148
40.0,63.37,45.26,Sandy,Maize,36,0,0,Gromor(14:35:14),65.3912845598121
32.81,73.39,41.77,Sandy,Pulses,6,2,36,Gromor(28:28),59.441926226795864
36.48,66.13,30.41,Black,Cotton,13,4,9,DAP,85.82003914740643
31.25,67.15,42.57,Sandy,Tobacco,45,4,1,N-P-K(17:17:17),68.09971024574432
24.83,57.76,31.75,Sandy,Ground Nuts,17,0,23,Gromor(14:35:14),65.31812846278743
29.72,53.18,42.19,Sandy,Cotton,19,3,33,DAP,68.22212652273744
27.26,43.94,42.1,Loamy,Paddy,22,0,21,Gromor(14:35:14),81.06443975558541
34.34,55.85,27.98,Black,Wheat,39,0,0,Gromor(28:28),76.03514256932733
23.7,41.13,58.8,Sandy,Ground Nuts,8,15,14,Urea,80.9876263601497
33.32,71.88,37.86,Loamy,Sugarcane,8,4,32,Gromor(20:20:0:13),68.66384644915048
27.34,55.87,43.75,Clayey,Pulses,38,0,0,Gromor(10:26:26),64.78744511335603
22.71,49.95,45.22,Loamy,Tobacco,6,12,23,Gromor(14:35:14),76.31810015467818
29.55,59.76,58.15,Clayey,Wheat,12,0,12,Gromor(14:35:14),101.5059663864608
33.39,53.49,50.08,Sandy,Tobacco,13,5,17,Gromor(28:28),77.73227864520462
31.64,68.77,39.39,Sandy,Ground Nuts,37,0,0,Gromor(20:20:0:13),56.15376509017156
23.18,46.72,29.53,Black,Paddy,16,17,7,N-P-K(17:17:17),77.86181815291877
24.94,66.7,66.09,Sandy,Pulses,7,0,10,N-P-K(17:17:17),84.32992397420755
21.74,44.09,59.39,Sandy,Barley,10,17,19,Urea,79.2954853945749
30.28,63.74,54.26,Loamy,Pulses,35,0,0,N-P-K(17:17:17),66.42279156364016
23.22,49.73,51.54,Clayey,Pulses,20,0,22,Gromor(20:20:0:13),69.86261485302765
29.69,47.64,46.87,Clayey,Ground Nuts,25,3,20,Gromor(14:35:14),60.308735789489745
35.79,55.43,70.0,Black,Maize,15,7,16,DAP,94.70290907142717
38.68,77.89,35.76,Loamy,Maize,10,11,26,Gromor(14:35:14),59.08659502962174
34.07,60.31,40.04,Red,Barley,13,0,40,Gromor(20:20:0:13),58.861112949173005
29.16,66.79,59.72,Sandy,Ground Nuts,22,0,22,N-P-K(17:17:17),63.23154385923004
36.5,69.77,62.08,Loamy,Ground Nuts,12,2,44,Gromor(10:26:26),74.0212685270615
27.05,63.35,58.77,Red,Paddy,7,17,13,DAP,113.83012759064474
31.49,71.13,61.76,Black,Barley,10,0,33,Gromor(28:28),91.6416867307012
30.84,59.19,45.38,Loamy,Wheat,21,0,23,Gromor(14:35:14),77.96375336062424
34.3,52.7,60.28,Sandy,Wheat,9,8,25,Gromor(20:20:0:13),86.83278160638322
31.13,73.3,29.78,Loamy,Barley,3,3,29,DAP,77.35849306318896
28.87,58.01,36.28,Sandy,Tobacco,28,2,20,Gromor(20:20:0:13),60.41517928237697
